promo_id,sku_id,retailer_id,start_date,end_date,promo_type,discount_pct,incremental_units,incremental_dollars,lift_pct
PRM-004060,SKU-0083,RET-005,2024-03-23,2024-03-29,TPR,15.0,1273,9468.02,45.3
PRM-004061,SKU-0083,RET-006,2024-03-23,2024-03-29,TPR,15.0,488,4068.42,48.2
PRM-004062,SKU-0083,RET-004,2024-03-23,2024-03-29,TPR,15.0,1982,13917.01,41.6
PRM-004063,SKU-0083,RET-012,2024-03-23,2024-03-29,TPR,15.0,582,4546.42,44.7
PRM-004064,SKU-0083,RET-002,2024-03-23,2024-03-29,TPR,15.0,3471,29837.49,59.9
PRM-004065,SKU-0083,RET-005,2024-04-13,2024-04-19,Feature,25.0,2811,17538.21,79.4
PRM-004066,SKU-0083,RET-006,2024-04-13,2024-04-19,Feature,25.0,801,4795.5,68.8
PRM-004067,SKU-0083,RET-012,2024-04-13,2024-04-19,Feature,25.0,1414,10864.14,102.2
PRM-004068,SKU-0083,RET-005,2024-04-20,2024-04-26,Display,10.0,1241,10636.24,33.1
PRM-004069,SKU-0083,RET-006,2024-04-20,2024-04-26,Display,10.0,458,3968.81,29.3
PRM-004070,SKU-0083,RET-004,2024-04-20,2024-04-26,Display,10.0,1822,13212.5,25.4
PRM-004071,SKU-0083,RET-012,2024-04-20,2024-04-26,Display,10.0,562,4555.5,27.3
PRM-004072,SKU-0083,RET-002,2024-04-20,2024-04-26,Display,10.0,3264,26346.34,29.7
PRM-004073,SKU-0083,RET-010,2024-06-01,2024-06-07,TPR,20.0,4299,34540.56,83.4
PRM-004074,SKU-0083,RET-005,2024-06-01,2024-06-07,TPR,20.0,2619,18276.83,63.8
PRM-004075,SKU-0083,RET-013,2024-06-01,2024-06-07,TPR,20.0,1876,14693.82,72.8
PRM-004076,SKU-0083,RET-002,2024-06-01,2024-06-07,TPR,20.0,6885,53582.35,77.7
PRM-004077,SKU-0083,RET-010,2024-06-08,2024-06-14,TPR,25.0,3813,25128.38,86.1
PRM-004078,SKU-0083,RET-006,2024-06-08,2024-06-14,TPR,25.0,774,4546.97,67.4
PRM-004079,SKU-0083,RET-004,2024-06-08,2024-06-14,TPR,25.0,3956,26130.35,86.4
PRM-004080,SKU-0083,RET-002,2024-06-08,2024-06-14,TPR,25.0,5417,27822.34,63.8
PRM-004081,SKU-0083,RET-012,2024-06-29,2024-07-05,Feature & Display,20.0,1114,8843.45,72.0
PRM-004082,SKU-0083,RET-002,2024-06-29,2024-07-05,Feature & Display,20.0,5139,32315.1,55.3
PRM-004083,SKU-0083,RET-006,2024-07-06,2024-07-12,TPR,30.0,1161,7599.53,108.2
PRM-004084,SKU-0083,RET-005,2024-09-14,2024-09-20,TPR,10.0,1316,12250.24,39.9
PRM-004085,SKU-0083,RET-006,2024-09-14,2024-09-20,TPR,10.0,362,3240.65,31.0
PRM-004086,SKU-0083,RET-002,2024-09-14,2024-09-20,TPR,10.0,3138,29683.5,41.6
PRM-004087,SKU-0083,RET-013,2024-10-12,2024-10-18,Feature,25.0,1832,11421.76,75.3
PRM-004088,SKU-0083,RET-002,2024-10-12,2024-10-18,Feature,25.0,7663,52874.84,93.0
PRM-004089,SKU-0083,RET-010,2024-11-09,2024-11-15,TPR,30.0,4571,26832.12,103.2
PRM-004090,SKU-0083,RET-002,2024-11-09,2024-11-15,TPR,30.0,10040,60706.83,107.8
PRM-004091,SKU-0083,RET-006,2024-11-16,2024-11-22,TPR,25.0,875,5680.2,75.6
PRM-004092,SKU-0083,RET-004,2024-11-16,2024-11-22,TPR,25.0,4139,22336.44,66.9
PRM-004093,SKU-0083,RET-012,2024-11-16,2024-11-22,TPR,25.0,1661,11483.64,84.7
PRM-004094,SKU-0083,RET-002,2024-11-16,2024-11-22,TPR,25.0,7087,39659.55,69.5
PRM-004095,SKU-0084,RET-004,2023-01-21,2023-01-27,Feature,10.0,395,3686.3,33.5
PRM-004096,SKU-0084,RET-009,2023-01-21,2023-01-27,Feature,10.0,984,8868.75,31.3
PRM-004097,SKU-0084,RET-012,2023-01-21,2023-01-27,Feature,10.0,132,1380.5,37.9
PRM-004098,SKU-0084,RET-011,2023-01-21,2023-01-27,Feature,10.0,273,2175.48,25.9
PRM-004099,SKU-0084,RET-004,2023-03-25,2023-03-31,Feature,15.0,575,5315.96,59.1
PRM-004100,SKU-0084,RET-001,2023-03-25,2023-03-31,Feature,15.0,2628,21099.39,49.2
PRM-004101,SKU-0084,RET-012,2023-03-25,2023-03-31,Feature,15.0,197,1946.36,60.3
PRM-004102,SKU-0084,RET-002,2023-03-25,2023-03-31,Feature,15.0,670,5181.15,42.7
PRM-004103,SKU-0084,RET-003,2023-03-25,2023-03-31,Feature,15.0,787,6063.87,42.4
PRM-004104,SKU-0084,RET-001,2023-04-15,2023-04-21,Display,10.0,1815,16628.4,35.9
PRM-004105,SKU-0084,RET-012,2023-04-15,2023-04-21,Display,10.0,131,1322.77,35.0
PRM-004106,SKU-0084,RET-012,2023-07-01,2023-07-07,Feature & Display,20.0,248,2208.0,77.3
PRM-004107,SKU-0084,RET-001,2023-07-15,2023-07-21,Feature,10.0,1575,13044.72,29.6
PRM-004108,SKU-0084,RET-009,2023-07-15,2023-07-21,Feature,10.0,974,9103.94,33.7
PRM-004109,SKU-0084,RET-005,2023-07-15,2023-07-21,Feature,10.0,239,2228.25,33.4
PRM-004110,SKU-0084,RET-012,2023-07-15,2023-07-21,Feature,10.0,109,1051.29,31.7
PRM-004111,SKU-0084,RET-011,2023-07-15,2023-07-21,Feature,10.0,238,1908.61,26.2
PRM-004112,SKU-0084,RET-004,2023-07-22,2023-07-28,Display,25.0,1043,6979.59,78.4
PRM-004113,SKU-0084,RET-012,2023-07-22,2023-07-28,Display,25.0,302,2271.74,85.5
PRM-004114,SKU-0084,RET-002,2023-07-22,2023-07-28,Display,25.0,1671,12412.39,92.3
PRM-004115,SKU-0084,RET-013,2023-07-22,2023-07-28,Display,25.0,311,1804.18,64.0
PRM-004116,SKU-0084,RET-009,2023-09-02,2023-09-08,TPR,15.0,1465,12412.2,49.4
PRM-004117,SKU-0084,RET-005,2023-09-02,2023-09-08,TPR,15.0,285,2356.1,47.4
PRM-004118,SKU-0084,RET-002,2023-09-02,2023-09-08,TPR,15.0,802,6822.32,49.8
PRM-004119,SKU-0084,RET-004,2023-09-16,2023-09-22,TPR,25.0,876,4935.32,64.7
PRM-004120,SKU-0084,RET-001,2023-09-16,2023-09-22,TPR,25.0,4395,28943.75,82.5
PRM-004121,SKU-0084,RET-009,2023-09-16,2023-09-22,TPR,25.0,3043,24024.48,103.7
PRM-004122,SKU-0084,RET-005,2023-09-16,2023-09-22,TPR,25.0,703,5015.75,86.3
PRM-004123,SKU-0084,RET-012,2023-09-16,2023-09-22,TPR,25.0,309,2266.55,82.1
PRM-004124,SKU-0084,RET-003,2023-09-16,2023-09-22,TPR,25.0,2025,14261.33,84.5
PRM-004125,SKU-0084,RET-009,2023-09-23,2023-09-29,TPR,20.0,1528,10033.33,53.1
PRM-004126,SKU-0084,RET-012,2023-09-23,2023-09-29,TPR,20.0,170,1152.54,51.5
PRM-004127,SKU-0084,RET-009,2023-10-14,2023-10-20,Feature,20.0,1828,15437.98,78.3
PRM-004128,SKU-0084,RET-002,2023-10-14,2023-10-20,Feature,20.0,1217,10568.85,83.3
PRM-004129,SKU-0084,RET-013,2023-10-14,2023-10-20,Feature,20.0,338,2938.5,76.7
PRM-004130,SKU-0084,RET-004,2023-11-11,2023-11-17,Display,25.0,804,5443.53,79.8
PRM-004131,SKU-0084,RET-011,2023-11-11,2023-11-17,Display,25.0,632,4716.85,92.9
PRM-004132,SKU-0084,RET-002,2023-11-11,2023-11-17,Display,25.0,1083,7377.7,80.5
PRM-004133,SKU-0084,RET-013,2023-11-11,2023-11-17,Display,25.0,339,2314.33,76.6
PRM-004134,SKU-0084,RET-001,2024-03-02,2024-03-08,TPR,10.0,2322,21897.3,38.5
PRM-004135,SKU-0084,RET-009,2024-03-02,2024-03-08,TPR,10.0,1127,9371.65,27.5
PRM-004136,SKU-0084,RET-002,2024-03-02,2024-03-08,TPR,10.0,520,4058.52,25.2
PRM-004137,SKU-0084,RET-004,2024-03-23,2024-03-29,Feature,15.0,821,7579.14,58.8
PRM-004138,SKU-0084,RET-009,2024-03-23,2024-03-29,Feature,15.0,1679,13497.39,45.2
PRM-004139,SKU-0084,RET-013,2024-03-23,2024-03-29,Feature,15.0,310,2910.85,55.9
PRM-004140,SKU-0084,RET-004,2024-05-18,2024-05-24,Feature & Display,20.0,712,4621.36,52.4
PRM-004141,SKU-0084,RET-001,2024-05-18,2024-05-24,Feature & Display,20.0,4149,32801.47,75.9
PRM-004142,SKU-0084,RET-009,2024-05-18,2024-05-24,Feature & Display,20.0,2500,18689.15,62.9
PRM-004143,SKU-0084,RET-012,2024-05-18,2024-05-24,Feature & Display,20.0,329,3021.99,82.9
PRM-004144,SKU-0084,RET-011,2024-05-18,2024-05-24,Feature & Display,20.0,689,5874.21,79.9
PRM-004145,SKU-0084,RET-013,2024-05-18,2024-05-24,Feature & Display,20.0,384,3367.74,78.2
PRM-004146,SKU-0084,RET-003,2024-05-18,2024-05-24,Feature & Display,20.0,1859,16029.06,82.0
PRM-004147,SKU-0084,RET-004,2024-05-25,2024-05-31,Feature & Display,30.0,1348,6846.99,80.5
PRM-004148,SKU-0084,RET-001,2024-05-25,2024-05-31,Feature & Display,30.0,7342,49565.36,124.1
PRM-004149,SKU-0084,RET-002,2024-05-25,2024-05-31,Feature & Display,30.0,2009,11580.97,91.4
PRM-004150,SKU-0084,RET-009,2024-07-20,2024-07-26,Feature & Display,30.0,3574,17026.38,76.4
PRM-004151,SKU-0084,RET-005,2024-07-20,2024-07-26,Feature & Display,30.0,980,6337.35,106.0
PRM-004152,SKU-0084,RET-002,2024-07-20,2024-07-26,Feature & Display,30.0,2212,11595.59,82.9
PRM-004153,SKU-0084,RET-009,2024-09-14,2024-09-20,TPR,30.0,5229,31924.87,97.9
PRM-004154,SKU-0084,RET-012,2024-09-14,2024-09-20,TPR,30.0,556,3709.79,101.9
PRM-004155,SKU-0084,RET-011,2024-09-14,2024-09-20,TPR,30.0,1532,10874.17,123.8
PRM-004156,SKU-0084,RET-002,2024-09-14,2024-09-20,TPR,30.0,2548,16418.54,105.4
PRM-004157,SKU-0084,RET-005,2024-10-19,2024-10-25,TPR,10.0,287,2498.53,29.5
PRM-004158,SKU-0084,RET-012,2024-10-19,2024-10-25,TPR,10.0,208,2258.38,41.8
PRM-004159,SKU-0084,RET-002,2024-10-19,2024-10-25,TPR,10.0,892,8966.54,39.7
PRM-004160,SKU-0084,RET-003,2024-10-19,2024-10-25,TPR,10.0,925,8745.99,34.4
PRM-004161,SKU-0085,RET-002,2023-05-13,2023-05-19,TPR,30.0,782,4959.06,114.9
PRM-004162,SKU-0085,RET-005,2023-05-13,2023-05-19,TPR,30.0,314,1524.89,82.4
PRM-004163,SKU-0085,RET-013,2023-05-13,2023-05-19,TPR,30.0,206,1067.22,84.5
PRM-004164,SKU-0085,RET-002,2023-07-22,2023-07-28,TPR,20.0,548,4216.84,74.7
PRM-004165,SKU-0085,RET-005,2023-07-22,2023-07-28,TPR,20.0,293,2372.21,83.7
PRM-004166,SKU-0085,RET-009,2023-07-22,2023-07-28,TPR,20.0,1098,7844.11,65.4
PRM-004167,SKU-0085,RET-013,2023-07-22,2023-07-28,TPR,20.0,176,1331.13,67.3
PRM-004168,SKU-0085,RET-005,2023-07-29,2023-08-04,Feature,30.0,288,1594.37,94.7
PRM-004169,SKU-0085,RET-004,2023-07-29,2023-08-04,Feature,30.0,568,3620.31,115.8
PRM-004170,SKU-0085,RET-003,2023-07-29,2023-08-04,Feature,30.0,769,4582.18,104.4
PRM-004171,SKU-0085,RET-013,2023-07-29,2023-08-04,Feature,30.0,179,1023.0,94.1
PRM-004172,SKU-0085,RET-011,2023-07-29,2023-08-04,Feature,30.0,291,1735.66,104.5
PRM-004173,SKU-0085,RET-005,2023-08-26,2023-09-01,TPR,20.0,242,1941.04,81.7
PRM-004174,SKU-0085,RET-013,2023-08-26,2023-09-01,TPR,20.0,126,854.34,57.3
PRM-004175,SKU-0085,RET-011,2023-08-26,2023-09-01,TPR,20.0,194,1332.7,61.8
PRM-004176,SKU-0085,RET-001,2023-08-26,2023-09-01,TPR,20.0,1016,6856.95,64.9
PRM-004177,SKU-0085,RET-005,2023-09-02,2023-09-08,TPR,30.0,332,2122.79,116.5
PRM-004178,SKU-0085,RET-004,2023-09-02,2023-09-08,TPR,30.0,526,2863.73,92.9
PRM-004179,SKU-0085,RET-003,2023-09-02,2023-09-08,TPR,30.0,762,4260.95,95.8
PRM-004180,SKU-0085,RET-005,2023-09-16,2023-09-22,Display,15.0,165,1332.85,51.7
PRM-004181,SKU-0085,RET-011,2023-09-16,2023-09-22,Display,15.0,143,1051.3,43.8
PRM-004182,SKU-0085,RET-005,2023-09-30,2023-10-06,Feature & Display,15.0,114,795.3,41.0
PRM-004183,SKU-0085,RET-004,2023-09-30,2023-10-06,Feature & Display,15.0,253,2149.35,57.0
PRM-004184,SKU-0085,RET-003,2023-09-30,2023-10-06,Feature & Display,15.0,387,2867.98,44.5
PRM-004185,SKU-0085,RET-001,2023-09-30,2023-10-06,Feature & Display,15.0,808,5843.54,46.4
PRM-004186,SKU-0085,RET-002,2024-03-16,2024-03-22,Feature,30.0,615,3810.2,110.5
PRM-004187,SKU-0085,RET-005,2024-03-16,2024-03-22,Feature,30.0,302,2000.4,124.0
PRM-004188,SKU-0085,RET-004,2024-03-16,2024-03-22,Feature,30.0,569,3278.36,99.6
PRM-004189,SKU-0085,RET-013,2024-03-16,2024-03-22,Feature,30.0,210,1399.74,116.6
PRM-004190,SKU-0085,RET-001,2024-03-16,2024-03-22,Feature,30.0,1786,9537.83,96.5
PRM-004191,SKU-0085,RET-002,2024-03-23,2024-03-29,TPR,25.0,455,3175.58,93.8
PRM-004192,SKU-0085,RET-005,2024-03-23,2024-03-29,TPR,25.0,230,1433.83,78.5
PRM-004193,SKU-0085,RET-009,2024-03-23,2024-03-29,TPR,25.0,1086,7027.04,82.8
PRM-004194,SKU-0085,RET-003,2024-04-06,2024-04-12,TPR,25.0,764,5040.91,85.2
PRM-004195,SKU-0085,RET-013,2024-04-06,2024-04-12,TPR,25.0,208,1547.99,97.7
PRM-004196,SKU-0085,RET-001,2024-04-27,2024-05-03,Display,10.0,717,6483.85,41.5
PRM-004197,SKU-0085,RET-004,2024-05-04,2024-05-10,TPR,25.0,573,4140.01,100.0
PRM-004198,SKU-0085,RET-009,2024-05-04,2024-05-10,TPR,25.0,1414,9777.79,92.1
PRM-004199,SKU-0085,RET-013,2024-05-04,2024-05-10,TPR,25.0,229,1665.33,93.6
PRM-004200,SKU-0085,RET-005,2024-07-06,2024-07-12,TPR,15.0,172,1470.26,57.9
PRM-004201,SKU-0085,RET-003,2024-07-06,2024-07-12,TPR,15.0,489,4093.62,55.5
PRM-004202,SKU-0085,RET-013,2024-07-06,2024-07-12,TPR,15.0,97,701.0,40.4
PRM-004203,SKU-0085,RET-011,2024-07-06,2024-07-12,TPR,15.0,178,1558.41,61.7
PRM-004204,SKU-0085,RET-009,2024-09-21,2024-09-27,Display,20.0,791,5080.32,56.3
PRM-004205,SKU-0085,RET-003,2024-09-21,2024-09-27,Display,20.0,615,4177.47,60.6
PRM-004206,SKU-0085,RET-003,2024-09-28,2024-10-04,Feature,15.0,367,2599.73,41.7
PRM-004207,SKU-0085,RET-011,2024-09-28,2024-10-04,Feature,15.0,150,1265.68,56.2
PRM-004208,SKU-0085,RET-001,2024-09-28,2024-10-04,Feature,15.0,820,6851.61,62.2
PRM-004209,SKU-0085,RET-002,2024-10-05,2024-10-11,Display,25.0,544,3395.49,78.6
PRM-004210,SKU-0085,RET-009,2024-10-05,2024-10-11,Display,25.0,1029,5715.77,68.4
PRM-004211,SKU-0085,RET-003,2024-10-05,2024-10-11,Display,25.0,830,5987.68,99.8
PRM-004212,SKU-0085,RET-001,2024-10-05,2024-10-11,Display,25.0,1396,8132.01,76.7
PRM-004213,SKU-0085,RET-003,2024-11-30,2024-12-06,Feature & Display,25.0,810,5980.67,104.5
PRM-004214,SKU-0085,RET-013,2024-11-30,2024-12-06,Feature & Display,25.0,201,1480.95,96.0
PRM-004215,SKU-0085,RET-011,2024-11-30,2024-12-06,Feature & Display,25.0,233,1195.06,63.2
PRM-004216,SKU-0086,RET-009,2023-01-14,2023-01-20,TPR,15.0,694,5726.55,52.3
PRM-004217,SKU-0086,RET-009,2023-05-27,2023-06-02,TPR,10.0,468,3854.16,29.6
PRM-004218,SKU-0086,RET-006,2023-05-27,2023-06-02,TPR,10.0,50,509.71,38.8
PRM-004219,SKU-0086,RET-013,2023-05-27,2023-06-02,TPR,10.0,78,705.79,32.4
PRM-004220,SKU-0086,RET-005,2023-05-27,2023-06-02,TPR,10.0,131,1262.07,41.6
PRM-004221,SKU-0086,RET-009,2023-06-10,2023-06-16,TPR,10.0,698,6767.53,42.0
PRM-004222,SKU-0086,RET-004,2023-06-10,2023-06-16,TPR,10.0,171,1373.15,28.5
PRM-004223,SKU-0086,RET-005,2023-06-10,2023-06-16,TPR,10.0,90,695.99,26.8
PRM-004224,SKU-0086,RET-006,2023-07-08,2023-07-14,Feature,15.0,71,680.13,61.4
PRM-004225,SKU-0086,RET-003,2023-07-08,2023-07-14,Feature,15.0,616,5034.69,51.4
PRM-004226,SKU-0086,RET-005,2023-07-08,2023-07-14,Feature,15.0,233,2075.46,62.1
PRM-004227,SKU-0086,RET-013,2023-07-29,2023-08-04,TPR,25.0,193,1175.38,71.2
PRM-004228,SKU-0086,RET-004,2023-07-29,2023-08-04,TPR,25.0,469,2814.75,73.5
PRM-004229,SKU-0086,RET-005,2023-07-29,2023-08-04,TPR,25.0,264,1684.57,79.6
PRM-004230,SKU-0086,RET-013,2023-09-23,2023-09-29,Feature,25.0,185,1242.75,81.0
PRM-004231,SKU-0086,RET-004,2023-09-23,2023-09-29,Feature,25.0,352,1861.43,64.3
PRM-004232,SKU-0086,RET-001,2023-09-23,2023-09-29,Feature,25.0,1139,6276.19,70.6
PRM-004233,SKU-0086,RET-006,2023-12-23,2023-12-29,Feature & Display,10.0,38,311.36,25.8
PRM-004234,SKU-0086,RET-006,2023-12-30,2024-01-05,TPR,30.0,127,825.08,103.5
PRM-004235,SKU-0086,RET-004,2023-12-30,2024-01-05,TPR,30.0,639,3864.32,104.5
PRM-004236,SKU-0086,RET-005,2023-12-30,2024-01-05,TPR,30.0,337,2070.28,106.7
PRM-004237,SKU-0086,RET-006,2024-03-02,2024-03-08,TPR,10.0,43,423.68,36.8
PRM-004238,SKU-0086,RET-001,2024-03-02,2024-03-08,TPR,10.0,655,5361.08,32.1
PRM-004239,SKU-0086,RET-004,2024-04-06,2024-04-12,TPR,25.0,558,3429.37,75.6
PRM-004240,SKU-0086,RET-001,2024-04-06,2024-04-12,TPR,25.0,1849,10045.78,69.5
PRM-004241,SKU-0086,RET-003,2024-04-06,2024-04-12,TPR,25.0,908,5883.22,81.3
PRM-004242,SKU-0086,RET-009,2024-04-13,2024-04-19,Feature & Display,25.0,1721,11787.31,88.5
PRM-004243,SKU-0086,RET-003,2024-04-13,2024-04-19,Feature & Display,25.0,768,4574.55,72.8
PRM-004244,SKU-0086,RET-009,2024-04-27,2024-05-03,Feature,15.0,964,8070.34,53.8
PRM-004245,SKU-0086,RET-006,2024-04-27,2024-05-03,Feature,15.0,60,529.78,51.4
PRM-004246,SKU-0086,RET-004,2024-04-27,2024-05-03,Feature,15.0,232,1558.85,38.4
PRM-004247,SKU-0086,RET-003,2024-04-27,2024-05-03,Feature,15.0,524,4518.1,57.3
PRM-004248,SKU-0086,RET-006,2024-06-15,2024-06-21,Feature & Display,30.0,110,672.31,95.5
PRM-004249,SKU-0086,RET-005,2024-06-15,2024-06-21,Feature & Display,30.0,339,2227.44,119.4
PRM-004250,SKU-0086,RET-009,2024-07-06,2024-07-12,TPR,10.0,523,4399.31,30.7
PRM-004251,SKU-0086,RET-013,2024-07-06,2024-07-12,TPR,10.0,84,768.34,33.2
PRM-004252,SKU-0086,RET-004,2024-07-06,2024-07-12,TPR,10.0,181,1423.61,27.6
PRM-004253,SKU-0086,RET-001,2024-07-06,2024-07-12,TPR,10.0,819,7489.92,41.2
PRM-004254,SKU-0086,RET-005,2024-07-06,2024-07-12,TPR,10.0,101,858.39,31.2
PRM-004255,SKU-0086,RET-009,2024-07-27,2024-08-02,Display,25.0,1323,9511.15,96.4
PRM-004256,SKU-0086,RET-013,2024-07-27,2024-08-02,Display,25.0,199,1346.41,81.7
PRM-004257,SKU-0086,RET-004,2024-07-27,2024-08-02,Display,25.0,451,2318.71,62.7
PRM-004258,SKU-0086,RET-001,2024-07-27,2024-08-02,Display,25.0,1776,11540.93,88.3
PRM-004259,SKU-0086,RET-003,2024-07-27,2024-08-02,Display,25.0,794,5848.85,101.3
PRM-004260,SKU-0086,RET-013,2024-08-10,2024-08-16,Feature & Display,25.0,177,1024.4,67.7
PRM-004261,SKU-0086,RET-004,2024-08-10,2024-08-16,Feature & Display,25.0,428,2841.46,84.3
PRM-004262,SKU-0086,RET-001,2024-08-10,2024-08-16,Feature & Display,25.0,1503,8372.52,71.5
PRM-004263,SKU-0086,RET-005,2024-08-10,2024-08-16,Feature & Display,25.0,273,1939.03,94.2
PRM-004264,SKU-0086,RET-009,2024-10-19,2024-10-25,Feature & Display,15.0,685,5123.98,44.2
PRM-004265,SKU-0086,RET-006,2024-10-19,2024-10-25,Feature & Display,15.0,61,573.29,57.7
PRM-004266,SKU-0086,RET-013,2024-10-19,2024-10-25,Feature & Display,15.0,138,1272.26,61.8
PRM-004267,SKU-0086,RET-004,2024-10-19,2024-10-25,Feature & Display,15.0,255,1850.64,42.4
PRM-004268,SKU-0086,RET-003,2024-10-19,2024-10-25,Feature & Display,15.0,438,3254.68,43.8
PRM-004269,SKU-0086,RET-005,2024-10-19,2024-10-25,Feature & Display,15.0,169,1341.58,48.8
PRM-004270,SKU-0086,RET-004,2024-11-09,2024-11-15,TPR,15.0,298,2469.09,52.7
PRM-004271,SKU-0086,RET-003,2024-11-09,2024-11-15,TPR,15.0,503,3945.19,47.6
PRM-004272,SKU-0086,RET-005,2024-11-09,2024-11-15,TPR,15.0,154,1147.29,44.0
PRM-004273,SKU-0086,RET-013,2024-11-16,2024-11-22,TPR,25.0,216,1422.47,78.8
PRM-004274,SKU-0086,RET-001,2024-11-16,2024-11-22,TPR,25.0,1753,11121.17,85.0
PRM-004275,SKU-0087,RET-009,2023-01-07,2023-01-13,Display,10.0,1688,14691.82,31.7
PRM-004276,SKU-0087,RET-004,2023-02-25,2023-03-03,TPR,15.0,773,6649.13,55.1
PRM-004277,SKU-0087,RET-013,2023-04-22,2023-04-28,Feature & Display,20.0,486,3776.7,67.0
PRM-004278,SKU-0087,RET-005,2023-04-22,2023-04-28,Feature & Display,20.0,829,6760.04,79.3
PRM-004279,SKU-0087,RET-009,2023-04-22,2023-04-28,Feature & Display,20.0,2553,16599.9,55.1
PRM-004280,SKU-0087,RET-004,2023-06-10,2023-06-16,TPR,30.0,1714,11465.42,119.7
PRM-004281,SKU-0087,RET-013,2023-07-01,2023-07-07,TPR,15.0,278,2031.34,39.7
PRM-004282,SKU-0087,RET-010,2023-09-02,2023-09-08,TPR,15.0,472,4286.99,62.7
PRM-004283,SKU-0087,RET-013,2023-09-02,2023-09-08,TPR,15.0,360,3297.1,57.9
PRM-004284,SKU-0087,RET-004,2023-09-09,2023-09-15,TPR,30.0,1420,9090.64,111.1
PRM-004285,SKU-0087,RET-010,2023-09-09,2023-09-15,TPR,30.0,937,6352.01,122.6
PRM-004286,SKU-0087,RET-013,2023-09-09,2023-09-15,TPR,30.0,528,3629.43,117.1
PRM-004287,SKU-0087,RET-009,2023-09-09,2023-09-15,TPR,30.0,3315,16357.44,81.4
PRM-004288,SKU-0087,RET-010,2023-11-25,2023-12-01,TPR,20.0,774,5799.32,67.4
PRM-004289,SKU-0087,RET-013,2023-11-25,2023-12-01,TPR,20.0,553,4607.19,76.4
PRM-004290,SKU-0087,RET-005,2023-11-25,2023-12-01,TPR,20.0,737,4842.91,55.7
PRM-004291,SKU-0087,RET-010,2023-12-09,2023-12-15,Feature & Display,15.0,460,3226.22,39.6
PRM-004292,SKU-0087,RET-013,2023-12-09,2023-12-15,Feature & Display,15.0,422,3967.25,61.7
PRM-004293,SKU-0087,RET-005,2023-12-09,2023-12-15,Feature & Display,15.0,631,5656.0,60.5
PRM-004294,SKU-0087,RET-009,2023-12-09,2023-12-15,Feature & Display,15.0,2140,15425.68,41.0
PRM-004295,SKU-0087,RET-013,2023-12-30,2024-01-05,Display,25.0,700,4901.59,84.0
PRM-004296,SKU-0087,RET-005,2023-12-30,2024-01-05,Display,25.0,1095,8148.41,99.9
PRM-004297,SKU-0087,RET-010,2024-01-20,2024-01-26,Feature & Display,15.0,487,4201.25,55.5
PRM-004298,SKU-0087,RET-013,2024-01-20,2024-01-26,Feature & Display,15.0,273,2150.95,43.9
PRM-004299,SKU-0087,RET-009,2024-01-20,2024-01-26,Feature & Display,15.0,2310,19470.21,52.8
PRM-004300,SKU-0087,RET-013,2024-02-03,2024-02-09,TPR,25.0,449,2795.09,71.9
PRM-004301,SKU-0087,RET-004,2024-03-23,2024-03-29,TPR,20.0,950,7710.56,78.4
PRM-004302,SKU-0087,RET-013,2024-03-23,2024-03-29,TPR,20.0,374,2557.35,55.8
PRM-004303,SKU-0087,RET-009,2024-03-23,2024-03-29,TPR,20.0,2482,18047.78,64.2
PRM-004304,SKU-0087,RET-013,2024-04-13,2024-04-19,TPR,20.0,495,3593.98,60.3
PRM-004305,SKU-0087,RET-005,2024-04-13,2024-04-19,TPR,20.0,852,6929.09,78.9
PRM-004306,SKU-0087,RET-009,2024-04-13,2024-04-19,TPR,20.0,3621,27825.78,70.4
PRM-004307,SKU-0087,RET-005,2024-04-20,2024-04-26,TPR,15.0,497,4484.39,61.6
PRM-004308,SKU-0087,RET-010,2024-05-18,2024-05-24,TPR,30.0,989,5889.17,100.0
PRM-004309,SKU-0087,RET-013,2024-05-18,2024-05-24,TPR,30.0,581,3577.32,99.2
PRM-004310,SKU-0087,RET-004,2024-06-01,2024-06-07,Feature,25.0,1421,10629.41,100.9
PRM-004311,SKU-0087,RET-010,2024-06-01,2024-06-07,Feature,25.0,735,5191.57,90.7
PRM-004312,SKU-0087,RET-009,2024-06-01,2024-06-07,Feature,25.0,3764,26624.65,90.9
PRM-004313,SKU-0087,RET-010,2024-08-24,2024-08-30,TPR,20.0,589,4463.91,68.7
PRM-004314,SKU-0087,RET-004,2024-12-28,2025-01-03,TPR,20.0,1131,9038.0,75.9
PRM-004315,SKU-0087,RET-013,2024-12-28,2025-01-03,TPR,20.0,446,3222.4,60.0
PRM-004316,SKU-0087,RET-005,2024-12-28,2025-01-03,TPR,20.0,571,3974.92,60.2
PRM-004317,SKU-0088,RET-013,2023-01-21,2023-01-27,TPR,15.0,236,3682.31,54.3
PRM-004318,SKU-0088,RET-009,2023-01-21,2023-01-27,TPR,15.0,1495,19816.44,43.7
PRM-004319,SKU-0088,RET-010,2023-02-18,2023-02-24,Display,10.0,201,3058.83,31.4
PRM-004320,SKU-0088,RET-013,2023-02-18,2023-02-24,Display,10.0,142,2435.22,37.3
PRM-004321,SKU-0088,RET-005,2023-02-18,2023-02-24,Display,10.0,221,3590.76,35.8
PRM-004322,SKU-0088,RET-003,2023-02-18,2023-02-24,Display,10.0,524,8022.77,31.8
PRM-004323,SKU-0088,RET-010,2023-06-03,2023-06-09,TPR,10.0,171,2312.19,26.2
