batch_id,product_id,batch_number,manufacturing_date,release_date,expiry_date,batch_size,batch_size_unit,site_id,manufacturing_line,batch_status,disposition_date
BATCH-00921,1,BN-01-230603-30,2023-06-03,2023-07-14,2025-07-13,18822.0,units,SITE-US-01,Line-1,Released,2023-07-15
BATCH-00922,1,BN-01-230618-31,2023-06-18,2023-07-09,2025-07-08,45234.0,kg,SITE-EU-01,Line-3,Released,2023-07-09
BATCH-00923,7,BN-07-230611-32,2023-06-11,2023-07-23,2025-07-22,10325.0,units,SITE-EU-01,Line-1,Released,2023-07-25
BATCH-00924,2,BN-02-230530-33,2023-05-30,2023-07-08,2025-07-07,27857.0,kg,SITE-EU-01,Line-4,Released,2023-07-10
BATCH-00925,1,BN-01-230527-34,2023-05-27,2023-07-04,2025-07-03,24016.0,L,SITE-EU-01,Line-2,Released,2023-07-07
BATCH-00926,6,BN-06-230603-35,2023-06-03,2023-07-18,2025-07-17,9913.0,kg,SITE-US-01,Line-2,Released,2023-07-18
BATCH-00927,1,BN-01-230527-36,2023-05-27,2023-06-12,2025-06-11,15745.0,units,SITE-US-01,Line-1,Released,2023-06-14
BATCH-00928,6,BN-06-230617-37,2023-06-17,2023-07-26,2025-07-25,9559.0,units,SITE-US-01,Line-3,Released,2023-07-29
BATCH-00929,8,BN-08-230701-38,2023-07-01,2023-08-06,2025-08-05,36763.0,L,SITE-US-01,Line-1,Released,2023-08-06
BATCH-00930,6,BN-06-230717-39,2023-07-17,2023-08-30,2025-08-29,43365.0,units,SITE-US-01,Line-2,Released,2023-08-31
BATCH-00931,7,BN-07-230627-40,2023-06-27,2023-07-21,2025-07-20,45494.0,kg,SITE-EU-01,Line-1,Released,2023-07-26
BATCH-00932,4,BN-04-230705-41,2023-07-05,2023-07-20,2025-07-19,16872.0,kg,SITE-EU-01,Line-2,Released,2023-07-25
BATCH-00933,6,BN-06-230706-42,2023-07-06,2023-08-19,2025-08-18,26974.0,kg,SITE-US-01,Line-4,Released,2023-08-19
BATCH-00934,8,BN-08-230625-43,2023-06-25,2023-07-27,2025-07-26,28637.0,kg,SITE-US-01,Line-2,Released,2023-07-27
BATCH-00935,3,BN-03-230720-44,2023-07-20,2023-08-24,2025-08-23,38067.0,units,SITE-US-01,Line-3,Released,2023-08-29
BATCH-00936,3,BN-03-230706-45,2023-07-06,2023-08-18,2025-08-17,20868.0,units,SITE-EU-01,Line-3,Released,2023-08-22
BATCH-00937,8,BN-08-230722-46,2023-07-22,2023-09-04,2025-09-03,35860.0,units,SITE-AP-01,Line-1,Released,2023-09-05
BATCH-00938,8,BN-08-230702-47,2023-07-02,2023-07-25,2025-07-24,6391.0,units,SITE-EU-01,Line-4,Released,2023-07-27
BATCH-00939,7,BN-07-230627-48,2023-06-27,2023-07-23,2025-07-22,22000.0,kg,SITE-US-01,Line-3,Released,2023-07-28
BATCH-00940,6,BN-06-230723-49,2023-07-23,,,44424.0,kg,SITE-AP-01,Line-3,Rejected,2023-09-08
BATCH-00941,3,BN-03-230707-50,2023-07-07,2023-08-16,2025-08-15,17431.0,kg,SITE-EU-01,Line-1,Released,2023-08-20
BATCH-00942,7,BN-07-230705-51,2023-07-05,2023-07-26,2025-07-25,25476.0,L,SITE-AP-01,Line-3,Released,2023-07-26
BATCH-00943,4,BN-04-230716-52,2023-07-16,2023-08-08,2025-08-07,11760.0,L,SITE-US-01,Line-2,Released,2023-08-10
BATCH-00944,3,BN-03-230627-53,2023-06-27,2023-07-29,2025-07-28,6843.0,L,SITE-EU-01,Line-1,Released,2023-07-29
BATCH-00945,3,BN-03-230625-54,2023-06-25,2023-08-05,2025-08-04,42535.0,kg,SITE-EU-01,Line-3,Released,2023-08-06
BATCH-00946,3,BN-03-230720-55,2023-07-20,2023-08-12,2025-08-11,37094.0,kg,SITE-EU-01,Line-2,Released,2023-08-15
BATCH-00947,1,BN-01-230704-56,2023-07-04,2023-08-01,2025-07-31,46982.0,kg,SITE-AP-01,Line-4,Released,2023-08-04
BATCH-00948,1,BN-01-230723-57,2023-07-23,2023-08-22,2025-08-21,31867.0,kg,SITE-EU-01,Line-4,Released,2023-08-27
BATCH-00949,8,BN-08-230713-58,2023-07-13,2023-08-04,2025-08-03,13978.0,kg,SITE-EU-01,Line-4,Released,2023-08-08
BATCH-00950,3,BN-03-230704-59,2023-07-04,2023-07-23,2025-07-22,46720.0,L,SITE-US-01,Line-2,Released,2023-07-26
BATCH-00951,1,BN-01-230629-60,2023-06-29,2023-08-10,2025-08-09,27672.0,units,SITE-EU-01,Line-3,Released,2023-08-13
BATCH-00952,4,BN-04-230709-61,2023-07-09,2023-08-18,2025-08-17,25758.0,units,SITE-EU-01,Line-1,Released,2023-08-21
BATCH-00953,8,BN-08-230629-62,2023-06-29,2023-08-01,2025-07-31,31115.0,L,SITE-US-01,Line-2,Released,2023-08-05
BATCH-00954,6,BN-06-230723-63,2023-07-23,2023-08-24,2025-08-23,43030.0,kg,SITE-AP-01,Line-4,Released,2023-08-29
BATCH-00955,4,BN-04-230720-64,2023-07-20,2023-09-01,2025-08-31,8810.0,L,SITE-US-01,Line-1,Released,2023-09-03
BATCH-00956,1,BN-01-230721-65,2023-07-21,2023-08-22,2025-08-21,36077.0,kg,SITE-AP-01,Line-1,Released,2023-08-27
BATCH-00957,7,BN-07-230711-66,2023-07-11,2023-07-28,2025-07-27,28232.0,units,SITE-AP-01,Line-4,Released,2023-07-29
BATCH-00958,7,BN-07-230715-67,2023-07-15,2023-08-07,2025-08-06,18990.0,kg,SITE-US-01,Line-4,Released,2023-08-11
BATCH-00959,2,BN-02-230628-68,2023-06-28,2023-07-16,2025-07-15,32171.0,kg,SITE-AP-01,Line-1,Released,2023-07-17
BATCH-00960,1,BN-01-230710-69,2023-07-10,2023-07-25,2025-07-24,24972.0,kg,SITE-US-01,Line-1,Released,2023-07-27
BATCH-00961,4,BN-04-230630-70,2023-06-30,2023-07-29,2025-07-28,29602.0,units,SITE-EU-01,Line-4,Released,2023-08-03
BATCH-00962,1,BN-01-230708-71,2023-07-08,2023-07-31,2025-07-30,13316.0,units,SITE-AP-01,Line-2,Released,2023-08-01
BATCH-00963,7,BN-07-230717-72,2023-07-17,2023-08-12,2025-08-11,18052.0,units,SITE-AP-01,Line-1,Released,2023-08-16
BATCH-00964,3,BN-03-230716-73,2023-07-16,2023-08-16,2025-08-15,36394.0,kg,SITE-EU-01,Line-4,Released,2023-08-19
BATCH-00965,2,BN-02-230625-74,2023-06-25,2023-07-27,2025-07-26,30389.0,kg,SITE-EU-01,Line-3,Released,2023-07-27
BATCH-00966,7,BN-07-230723-75,2023-07-23,2023-09-03,2025-09-02,45818.0,kg,SITE-AP-01,Line-4,Released,2023-09-08
BATCH-00967,3,BN-03-230625-76,2023-06-25,2023-07-19,2025-07-18,43513.0,units,SITE-EU-01,Line-2,Released,2023-07-21
BATCH-00968,6,BN-06-230707-77,2023-07-07,2023-07-25,2025-07-24,11813.0,units,SITE-AP-01,Line-3,Released,2023-07-28
BATCH-00969,8,BN-08-230720-78,2023-07-20,2023-08-11,2025-08-10,39317.0,L,SITE-AP-01,Line-4,Released,2023-08-11
BATCH-00970,4,BN-04-230707-79,2023-07-07,2023-08-20,2025-08-19,13117.0,units,SITE-AP-01,Line-3,Released,2023-08-21
BATCH-00971,3,BN-03-230713-80,2023-07-13,2023-08-18,2025-08-17,42345.0,kg,SITE-AP-01,Line-1,Released,2023-08-18
BATCH-00972,2,BN-02-230702-81,2023-07-02,2023-07-22,2025-07-21,27475.0,units,SITE-AP-01,Line-4,Released,2023-07-24
BATCH-00973,8,BN-08-230720-82,2023-07-20,2023-08-18,2025-08-17,44634.0,units,SITE-US-01,Line-4,Released,2023-08-21
BATCH-00974,1,BN-01-230714-83,2023-07-14,2023-08-13,2025-08-12,43106.0,kg,SITE-US-01,Line-4,Released,2023-08-15
BATCH-00975,3,BN-03-230728-84,2023-07-28,2023-09-08,2025-09-07,49499.0,units,SITE-US-01,Line-2,Released,2023-09-09
BATCH-00976,4,BN-04-230808-85,2023-08-08,2023-09-09,2025-09-08,38397.0,L,SITE-EU-01,Line-2,Released,2023-09-09
BATCH-00977,1,BN-01-230814-86,2023-08-14,2023-09-03,2025-09-02,41450.0,kg,SITE-AP-01,Line-3,Released,2023-09-06
BATCH-00978,6,BN-06-230821-87,2023-08-21,2023-09-08,2025-09-07,35706.0,units,SITE-AP-01,Line-4,Released,2023-09-09
BATCH-00979,6,BN-06-230820-88,2023-08-20,2023-10-03,2025-10-02,21042.0,units,SITE-US-01,Line-2,Released,2023-10-03
BATCH-00980,4,BN-04-230814-89,2023-08-14,2023-09-21,2025-09-20,30612.0,kg,SITE-EU-01,Line-3,Released,2023-09-21
BATCH-00981,4,BN-04-230801-90,2023-08-01,2023-08-18,2025-08-17,19891.0,kg,SITE-US-01,Line-3,Released,2023-08-20
BATCH-00982,7,BN-07-230805-91,2023-08-05,2023-08-23,2025-08-22,12104.0,L,SITE-EU-01,Line-1,Released,2023-08-27
BATCH-00983,2,BN-02-230821-92,2023-08-21,2023-09-23,2025-09-22,7549.0,units,SITE-AP-01,Line-1,Released,2023-09-27
BATCH-00984,3,BN-03-230814-93,2023-08-14,2023-08-29,2025-08-28,23963.0,kg,SITE-EU-01,Line-3,Released,2023-08-29
BATCH-00985,2,BN-02-230811-94,2023-08-11,2023-09-15,2025-09-14,34850.0,kg,SITE-US-01,Line-2,Released,2023-09-18
BATCH-00986,8,BN-08-230812-95,2023-08-12,2023-08-28,2025-08-27,8184.0,L,SITE-US-01,Line-1,Released,2023-09-01
BATCH-00987,2,BN-02-230802-96,2023-08-02,2023-08-18,2025-08-17,27347.0,kg,SITE-EU-01,Line-3,Released,2023-08-21
BATCH-00988,3,BN-03-230819-97,2023-08-19,2023-09-16,2025-09-15,7491.0,kg,SITE-EU-01,Line-4,Released,2023-09-21
BATCH-00989,7,BN-07-230725-98,2023-07-25,2023-09-07,2025-09-06,39456.0,units,SITE-AP-01,Line-2,Released,2023-09-10
BATCH-00990,4,BN-04-230811-00,2023-08-11,2023-09-02,2025-09-01,10310.0,units,SITE-AP-01,Line-3,Released,2023-09-04
BATCH-00991,3,BN-03-230807-01,2023-08-07,2023-08-24,2025-08-23,9140.0,kg,SITE-US-01,Line-2,Released,2023-08-27
BATCH-00992,8,BN-08-230822-02,2023-08-22,,,5670.0,units,SITE-AP-01,Line-2,On Hold,2023-09-07
BATCH-00993,1,BN-01-230729-03,2023-07-29,2023-09-09,2025-09-08,6967.0,L,SITE-US-01,Line-2,Released,2023-09-11
BATCH-00994,6,BN-06-230806-04,2023-08-06,2023-09-19,2025-09-18,34547.0,kg,SITE-US-01,Line-3,Released,2023-09-23
BATCH-00995,4,BN-04-230816-05,2023-08-16,2023-09-21,2025-09-20,43644.0,L,SITE-US-01,Line-3,Released,2023-09-23
BATCH-00996,3,BN-03-230821-06,2023-08-21,2023-09-19,2025-09-18,17039.0,units,SITE-AP-01,Line-1,Released,2023-09-19
BATCH-00997,4,BN-04-230816-07,2023-08-16,2023-09-30,2025-09-29,14160.0,kg,SITE-EU-01,Line-2,Released,2023-10-02
BATCH-00998,6,BN-06-230731-08,2023-07-31,2023-08-21,2025-08-20,41737.0,kg,SITE-AP-01,Line-1,Released,2023-08-22
BATCH-00999,4,BN-04-230814-09,2023-08-14,2023-09-26,2025-09-25,5958.0,kg,SITE-AP-01,Line-3,Released,2023-09-28
BATCH-01000,4,BN-04-230803-10,2023-08-03,2023-08-22,2025-08-21,43456.0,L,SITE-AP-01,Line-4,Released,2023-08-22
BATCH-01001,4,BN-04-230808-11,2023-08-08,2023-08-24,2025-08-23,22070.0,units,SITE-EU-01,Line-4,Released,2023-08-28
BATCH-01002,7,BN-07-230803-12,2023-08-03,2023-08-19,2025-08-18,20651.0,kg,SITE-US-01,Line-3,Released,2023-08-21
BATCH-01003,2,BN-02-230818-13,2023-08-18,2023-09-02,2025-09-01,42316.0,L,SITE-AP-01,Line-4,Released,2023-09-07
BATCH-01004,8,BN-08-230726-14,2023-07-26,2023-08-15,2025-08-14,47861.0,units,SITE-AP-01,Line-3,Released,2023-08-19
BATCH-01005,4,BN-04-230812-15,2023-08-12,2023-09-11,2025-09-10,22158.0,units,SITE-EU-01,Line-2,Released,2023-09-12
BATCH-01006,3,BN-03-230819-16,2023-08-19,2023-09-19,2025-09-18,16247.0,units,SITE-US-01,Line-3,Released,2023-09-21
BATCH-01007,4,BN-04-230726-17,2023-07-26,2023-08-26,2025-08-25,34665.0,units,SITE-AP-01,Line-1,Released,2023-08-26
BATCH-01008,6,BN-06-230815-18,2023-08-15,2023-09-18,2025-09-17,43142.0,L,SITE-EU-01,Line-4,Released,2023-09-18
BATCH-01009,1,BN-01-230808-19,2023-08-08,2023-08-24,2025-08-23,26609.0,units,SITE-EU-01,Line-2,Released,2023-08-27
BATCH-01010,6,BN-06-230727-20,2023-07-27,2023-08-27,2025-08-26,29815.0,kg,SITE-US-01,Line-4,Released,2023-08-28
BATCH-01011,8,BN-08-230819-21,2023-08-19,2023-09-19,2025-09-18,27272.0,kg,SITE-EU-01,Line-2,Released,2023-09-20
BATCH-01012,7,BN-07-230726-22,2023-07-26,2023-08-23,2025-08-22,6733.0,units,SITE-AP-01,Line-4,Released,2023-08-27
BATCH-01013,1,BN-01-230811-23,2023-08-11,2023-09-08,2025-09-07,37155.0,L,SITE-EU-01,Line-3,Released,2023-09-08
BATCH-01014,8,BN-08-230821-24,2023-08-21,2023-09-26,2025-09-25,7013.0,kg,SITE-AP-01,Line-3,Released,2023-09-26
BATCH-01015,4,BN-04-230827-25,2023-08-27,2023-09-14,2025-09-13,19661.0,L,SITE-AP-01,Line-4,Released,2023-09-14
BATCH-01016,4,BN-04-230921-26,2023-09-21,2023-10-23,2025-10-22,19694.0,L,SITE-AP-01,Line-3,Released,2023-10-26
BATCH-01017,3,BN-03-230908-27,2023-09-08,2023-10-10,2025-10-09,12214.0,kg,SITE-AP-01,Line-3,Released,2023-10-11
BATCH-01018,1,BN-01-230827-28,2023-08-27,2023-09-23,2025-09-22,27986.0,units,SITE-AP-01,Line-3,Released,2023-09-24
BATCH-01019,8,BN-08-230911-29,2023-09-11,2023-09-27,2025-09-26,11753.0,units,SITE-EU-01,Line-1,Released,2023-09-27
BATCH-01020,6,BN-06-230909-30,2023-09-09,2023-10-19,2025-10-18,10456.0,units,SITE-US-01,Line-1,Released,2023-10-23
BATCH-01021,7,BN-07-230909-31,2023-09-09,2023-10-21,2025-10-20,13776.0,units,SITE-EU-01,Line-3,Released,2023-10-22
BATCH-01022,2,BN-02-230918-32,2023-09-18,2023-10-25,2025-10-24,19167.0,kg,SITE-EU-01,Line-2,Released,2023-10-28
BATCH-01023,4,BN-04-230904-33,2023-09-04,2023-09-23,2025-09-22,27754.0,L,SITE-AP-01,Line-4,Released,2023-09-27
BATCH-01024,4,BN-04-230918-34,2023-09-18,2023-10-28,2025-10-27,42252.0,kg,SITE-US-01,Line-2,Released,2023-10-31
BATCH-01025,6,BN-06-230914-35,2023-09-14,2023-10-06,2025-10-05,40814.0,L,SITE-AP-01,Line-3,Released,2023-10-06
BATCH-01026,4,BN-04-230906-36,2023-09-06,2023-09-29,2025-09-28,33468.0,kg,SITE-US-01,Line-2,Released,2023-10-02
BATCH-01027,2,BN-02-230827-37,2023-08-27,2023-10-06,2025-10-05,29956.0,L,SITE-US-01,Line-1,Released,2023-10-07
BATCH-01028,8,BN-08-230906-38,2023-09-06,2023-09-21,2025-09-20,49547.0,kg,SITE-US-01,Line-4,Released,2023-09-24
BATCH-01029,2,BN-02-230905-39,2023-09-05,2023-10-04,2025-10-03,10356.0,L,SITE-EU-01,Line-1,Released,2023-10-09
BATCH-01030,1,BN-01-230916-40,2023-09-16,2023-10-22,2025-10-21,45980.0,units,SITE-US-01,Line-4,Released,2023-10-27
BATCH-01031,3,BN-03-230917-41,2023-09-17,2023-10-31,2025-10-30,38005.0,units,SITE-EU-01,Line-1,Released,2023-11-01
BATCH-01032,6,BN-06-230911-42,2023-09-11,2023-10-18,2025-10-17,25409.0,L,SITE-US-01,Line-4,Released,2023-10-19
BATCH-01033,7,BN-07-230911-43,2023-09-11,2023-10-12,2025-10-11,9360.0,L,SITE-AP-01,Line-4,Released,2023-10-14
BATCH-01034,6,BN-06-230909-44,2023-09-09,2023-10-20,2025-10-19,22283.0,kg,SITE-US-01,Line-2,Released,2023-10-20
BATCH-01035,7,BN-07-230830-45,2023-08-30,2023-10-10,2025-10-09,30881.0,units,SITE-AP-01,Line-3,Released,2023-10-10
BATCH-01036,3,BN-03-230829-46,2023-08-29,2023-09-19,2025-09-18,26899.0,kg,SITE-EU-01,Line-2,Released,2023-09-21
BATCH-01037,6,BN-06-230917-47,2023-09-17,2023-10-07,2025-10-06,34990.0,kg,SITE-EU-01,Line-1,Released,2023-10-08
BATCH-01038,8,BN-08-230909-48,2023-09-09,2023-10-03,2025-10-02,45614.0,units,SITE-AP-01,Line-2,Released,2023-10-03
BATCH-01039,8,BN-08-230919-49,2023-09-19,2023-10-04,2025-10-03,17683.0,units,SITE-EU-01,Line-4,Released,2023-10-09
BATCH-01040,6,BN-06-230828-50,2023-08-28,2023-10-10,2025-10-09,9933.0,units,SITE-EU-01,Line-1,Released,2023-10-13
BATCH-01041,4,BN-04-230901-51,2023-09-01,2023-09-20,2025-09-19,49688.0,units,SITE-EU-01,Line-1,Released,2023-09-22
BATCH-01042,7,BN-07-230918-52,2023-09-18,2023-10-16,2025-10-15,19720.0,units,SITE-US-01,Line-3,Released,2023-10-18
BATCH-01043,7,BN-07-230916-53,2023-09-16,2023-10-04,2025-10-03,19166.0,kg,SITE-EU-01,Line-4,Released,2023-10-04
BATCH-01044,8,BN-08-230909-54,2023-09-09,2023-10-13,2025-10-12,30118.0,units,SITE-AP-01,Line-1,Released,2023-10-18
BATCH-01045,1,BN-01-230831-55,2023-08-31,2023-09-22,2025-09-21,44245.0,kg,SITE-AP-01,Line-2,Released,2023-09-24
BATCH-01046,2,BN-02-230908-56,2023-09-08,2023-10-03,2025-10-02,17717.0,kg,SITE-EU-01,Line-1,Released,2023-10-07
BATCH-01047,7,BN-07-230830-57,2023-08-30,2023-09-13,2025-09-12,27081.0,units,SITE-AP-01,Line-2,Released,2023-09-18
BATCH-01048,1,BN-01-230906-58,2023-09-06,2023-10-06,2025-10-05,33396.0,kg,SITE-US-01,Line-3,Released,2023-10-09
BATCH-01049,7,BN-07-230829-59,2023-08-29,2023-10-01,2025-09-30,44377.0,units,SITE-AP-01,Line-4,Released,2023-10-04
BATCH-01050,4,BN-04-230912-60,2023-09-12,2023-10-18,2025-10-17,18294.0,kg,SITE-AP-01,Line-1,Released,2023-10-20
BATCH-01051,4,BN-04-230903-61,2023-09-03,2023-10-02,2025-10-01,10212.0,L,SITE-EU-01,Line-3,Released,2023-10-07
BATCH-01052,3,BN-03-230915-62,2023-09-15,2023-10-24,2025-10-23,39816.0,L,SITE-US-01,Line-4,Released,2023-10-28
BATCH-01053,7,BN-07-230831-63,2023-08-31,2023-09-15,2025-09-14,27837.0,L,SITE-EU-01,Line-1,Released,2023-09-19
BATCH-01054,3,BN-03-230914-64,2023-09-14,2023-10-18,2025-10-17,41406.0,L,SITE-EU-01,Line-4,Released,2023-10-20
BATCH-01055,3,BN-03-230908-65,2023-09-08,2023-10-06,2025-10-05,41834.0,L,SITE-US-01,Line-4,Released,2023-10-09
BATCH-01056,6,BN-06-230921-66,2023-09-21,2023-10-15,2025-10-14,40080.0,kg,SITE-US-01,Line-3,Released,2023-10-16
BATCH-01057,1,BN-01-231018-67,2023-10-18,2023-11-25,2025-11-24,36713.0,L,SITE-AP-01,Line-1,Released,2023-11-30
BATCH-01058,6,BN-06-230929-68,2023-09-29,2023-11-05,2025-11-04,49335.0,units,SITE-US-01,Line-4,Released,2023-11-10
BATCH-01059,3,BN-03-231018-69,2023-10-18,2023-11-11,2025-11-10,19918.0,kg,SITE-US-01,Line-2,Released,2023-11-11
BATCH-01060,8,BN-08-230923-70,2023-09-23,2023-10-13,2025-10-12,40610.0,kg,SITE-US-01,Line-2,Released,2023-10-15
BATCH-01061,1,BN-01-230930-71,2023-09-30,2023-10-29,2025-10-28,38746.0,L,SITE-EU-01,Line-4,Released,2023-10-30
BATCH-01062,3,BN-03-231020-72,2023-10-20,2023-11-08,2025-11-07,27703.0,units,SITE-AP-01,Line-4,Released,2023-11-08
BATCH-01063,7,BN-07-231019-73,2023-10-19,2023-11-11,2025-11-10,31469.0,L,SITE-US-01,Line-2,Released,2023-11-15
BATCH-01064,8,BN-08-231003-74,2023-10-03,2023-11-13,2025-11-12,6054.0,L,SITE-EU-01,Line-4,Released,2023-11-14
BATCH-01065,3,BN-03-231013-75,2023-10-13,2023-11-26,2025-11-25,24329.0,kg,SITE-US-01,Line-4,Released,2023-11-30
BATCH-01066,4,BN-04-231002-76,2023-10-02,2023-10-31,2025-10-30,49692.0,units,SITE-EU-01,Line-4,Released,2023-11-02
BATCH-01067,7,BN-07-230926-77,2023-09-26,2023-11-07,2025-11-06,48884.0,L,SITE-AP-01,Line-2,Released,2023-11-10
BATCH-01068,4,BN-04-231011-78,2023-10-11,2023-10-31,2025-10-30,19960.0,units,SITE-EU-01,Line-1,Released,2023-10-31
BATCH-01069,2,BN-02-230929-79,2023-09-29,2023-11-13,2025-11-12,8775.0,L,SITE-AP-01,Line-4,Released,2023-11-17
BATCH-01070,8,BN-08-231011-80,2023-10-11,2023-11-08,2025-11-07,27204.0,L,SITE-AP-01,Line-3,Released,2023-11-13
BATCH-01071,8,BN-08-230927-81,2023-09-27,2023-10-13,2025-10-12,30439.0,L,SITE-EU-01,Line-1,Released,2023-10-15
BATCH-01072,2,BN-02-231017-82,2023-10-17,2023-12-01,2025-11-30,19086.0,units,SITE-AP-01,Line-2,Released,2023-12-03
BATCH-01073,7,BN-07-231008-83,2023-10-08,2023-10-27,2025-10-26,24157.0,kg,SITE-EU-01,Line-4,Released,2023-10-28
BATCH-01074,2,BN-02-231009-84,2023-10-09,2023-10-30,2025-10-29,24692.0,kg,SITE-US-01,Line-1,Released,2023-11-02
BATCH-01075,2,BN-02-231013-85,2023-10-13,2023-11-27,2025-11-26,44340.0,L,SITE-EU-01,Line-4,Released,2023-11-27
BATCH-01076,1,BN-01-231006-86,2023-10-06,2023-11-07,2025-11-06,44610.0,L,SITE-EU-01,Line-3,Released,2023-11-11
BATCH-01077,6,BN-06-231013-87,2023-10-13,2023-11-06,2025-11-05,28546.0,kg,SITE-EU-01,Line-3,Released,2023-11-10
BATCH-01078,3,BN-03-231008-88,2023-10-08,2023-11-20,2025-11-19,19858.0,units,SITE-AP-01,Line-2,Released,2023-11-21
BATCH-01079,7,BN-07-231019-89,2023-10-19,2023-12-02,2025-12-01,23734.0,kg,SITE-AP-01,Line-4,Released,2023-12-02
BATCH-01080,3,BN-03-231015-90,2023-10-15,2023-11-10,2025-11-09,9223.0,L,SITE-US-01,Line-3,Released,2023-11-10
BATCH-01081,6,BN-06-231007-91,2023-10-07,2023-10-31,2025-10-30,33635.0,kg,SITE-US-01,Line-3,Released,2023-11-05
BATCH-01082,2,BN-02-231001-92,2023-10-01,2023-11-02,2025-11-01,44064.0,units,SITE-US-01,Line-3,Released,2023-11-04
BATCH-01083,8,BN-08-231005-93,2023-10-05,2023-11-04,2025-11-03,33872.0,kg,SITE-AP-01,Line-1,Released,2023-11-08
BATCH-01084,1,BN-01-231016-94,2023-10-16,2023-11-12,2025-11-11,16832.0,kg,SITE-US-01,Line-2,Released,2023-11-16
BATCH-01085,7,BN-07-231017-95,2023-10-17,2023-11-24,2025-11-23,39739.0,units,SITE-AP-01,Line-3,Released,2023-11-29
BATCH-01086,7,BN-07-231008-96,2023-10-08,2023-11-04,2025-11-03,40251.0,kg,SITE-AP-01,Line-1,Released,2023-11-08
BATCH-01087,2,BN-02-230928-97,2023-09-28,2023-11-11,2025-11-10,19550.0,kg,SITE-US-01,Line-2,Released,2023-11-15
BATCH-01088,4,BN-04-231014-98,2023-10-14,2023-11-27,2025-11-26,27517.0,kg,SITE-EU-01,Line-2,Released,2023-12-01
BATCH-01089,4,BN-04-231017-00,2023-10-17,2023-11-24,2025-11-23,20975.0,units,SITE-EU-01,Line-3,Released,2023-11-28
BATCH-01090,6,BN-06-231019-01,2023-10-19,2023-11-15,2025-11-14,47547.0,L,SITE-US-01,Line-2,Released,2023-11-18
BATCH-01091,4,BN-04-231008-02,2023-10-08,2023-11-07,2025-11-06,30106.0,L,SITE-AP-01,Line-3,Released,2023-11-08
BATCH-01092,8,BN-08-231004-03,2023-10-04,2023-11-16,2025-11-15,20570.0,L,SITE-US-01,Line-2,Released,2023-11-20
BATCH-01093,2,BN-02-231005-04,2023-10-05,2023-11-11,2025-11-10,38643.0,kg,SITE-AP-01,Line-2,Released,2023-11-14
BATCH-01094,6,BN-06-230929-05,2023-09-29,2023-10-13,2025-10-12,19780.0,L,SITE-EU-01,Line-3,Released,2023-10-17
BATCH-01095,6,BN-06-231001-06,2023-10-01,2023-10-17,2025-10-16,33875.0,L,SITE-US-01,Line-1,Released,2023-10-22
BATCH-01096,3,BN-03-231001-07,2023-10-01,2023-10-18,2025-10-17,42050.0,units,SITE-AP-01,Line-4,Released,2023-10-22
BATCH-01097,2,BN-02-231107-08,2023-11-07,2023-11-27,2025-11-26,6298.0,units,SITE-EU-01,Line-2,Released,2023-12-02
BATCH-01098,2,BN-02-231119-09,2023-11-19,2023-12-11,2025-12-10,42533.0,kg,SITE-AP-01,Line-1,Released,2023-12-14
BATCH-01099,7,BN-07-231024-10,2023-10-24,2023-11-27,2025-11-26,29484.0,kg,SITE-AP-01,Line-1,Released,2023-11-29
BATCH-01100,8,BN-08-231120-11,2023-11-20,2023-12-24,2025-12-23,12615.0,units,SITE-AP-01,Line-3,Released,2023-12-28
BATCH-01101,7,BN-07-231104-12,2023-11-04,2023-12-14,2025-12-13,35134.0,kg,SITE-US-01,Line-2,Released,2023-12-18
BATCH-01102,7,BN-07-231031-13,2023-10-31,2023-11-19,2025-11-18,7003.0,units,SITE-US-01,Line-2,Released,2023-11-24
BATCH-01103,4,BN-04-231028-14,2023-10-28,2023-11-11,2025-11-10,30225.0,kg,SITE-AP-01,Line-3,Released,2023-11-14
BATCH-01104,8,BN-08-231114-15,2023-11-14,2023-12-03,2025-12-02,25835.0,kg,SITE-AP-01,Line-1,Released,2023-12-04
BATCH-01105,1,BN-01-231028-16,2023-10-28,2023-12-01,2025-11-30,48459.0,kg,SITE-AP-01,Line-1,Released,2023-12-02
BATCH-01106,3,BN-03-231106-17,2023-11-06,2023-11-25,2025-11-24,47446.0,L,SITE-AP-01,Line-2,Released,2023-11-30
BATCH-01107,2,BN-02-231101-18,2023-11-01,2023-11-18,2025-11-17,17918.0,L,SITE-AP-01,Line-2,Released,2023-11-22
BATCH-01108,4,BN-04-231030-19,2023-10-30,2023-11-25,2025-11-24,13965.0,L,SITE-EU-01,Line-3,Released,2023-11-30
BATCH-01109,3,BN-03-231025-20,2023-10-25,2023-12-09,2025-12-08,21363.0,units,SITE-EU-01,Line-4,Released,2023-12-14
BATCH-01110,8,BN-08-231028-21,2023-10-28,2023-11-13,2025-11-12,31335.0,kg,SITE-AP-01,Line-2,Released,2023-11-18
BATCH-01111,3,BN-03-231112-22,2023-11-12,2023-12-14,2025-12-13,36484.0,units,SITE-EU-01,Line-3,Released,2023-12-14
BATCH-01112,8,BN-08-231029-23,2023-10-29,2023-11-28,2025-11-27,16738.0,kg,SITE-AP-01,Line-2,Released,2023-12-01
BATCH-01113,4,BN-04-231110-24,2023-11-10,2023-12-14,2025-12-13,22006.0,units,SITE-US-01,Line-1,Released,2023-12-16
