training_record_id,employee_id,doc_id,curriculum_id,training_type,delivery_method,assigned_date,due_date,completion_date,assessment_score,assessment_passed,attempt_number,trainer_id,status,waiver_reason
4477,182,DOC-0023,,Refresher,Classroom,2024-03-15,2024-03-30,2024-03-22,97.8,True,1,269,Completed,
4478,182,DOC-0068,,Refresher,eLearning,2024-01-06,2024-01-25,2024-01-18,74.5,False,2,217,Completed,
4479,182,DOC-0063,,Remedial,Classroom,2022-05-24,2022-05-31,2022-05-28,83.3,True,1,210,Completed,
4480,182,DOC-0029,,Refresher,Classroom,2023-03-03,2023-03-25,2023-03-12,75.7,False,2,170,Completed,
4481,182,DOC-0080,,Initial,eLearning,2022-05-04,2022-05-11,2022-05-05,97.7,True,1,277,Completed,
4482,182,DOC-0010,,Remedial,OJT,2022-09-29,2022-10-20,2022-10-25,70.8,False,2,178,Completed,
4483,182,DOC-0048,,Initial,Read-and-Understand,2024-01-29,2024-02-20,2024-02-08,78.9,False,2,200,Completed,
4484,182,DOC-0065,,Refresher,Read-and-Understand,2023-08-11,2023-08-23,2023-08-17,99.9,True,1,241,Completed,
4485,182,DOC-0020,,Change-Driven,OJT,2022-06-09,2022-07-08,2022-06-13,89.8,True,1,221,Completed,
4486,182,DOC-0072,,Refresher,Classroom,2022-06-26,2022-07-09,2022-06-30,83.1,True,1,198,Completed,
4487,182,DOC-0098,,Refresher,eLearning,2024-10-28,2024-11-24,2024-11-02,89.0,True,1,228,Completed,
4488,182,DOC-0089,,Refresher,OJT,2022-09-17,2022-10-08,2022-09-27,72.6,False,2,205,Completed,
4489,182,DOC-0001,,Initial,OJT,2024-08-11,2024-08-25,2024-08-18,75.9,False,2,222,Completed,
4490,182,DOC-0006,,Remedial,Classroom,2023-03-31,2023-04-23,2023-04-09,95.2,True,1,256,Completed,
4491,182,DOC-0020,,Initial,eLearning,2024-10-13,2024-10-21,2024-10-21,88.8,True,1,200,Completed,
4492,182,DOC-0050,,Refresher,Read-and-Understand,2023-03-06,2023-04-03,2023-03-23,84.4,True,1,233,Completed,
4493,182,DOC-0016,,Refresher,Read-and-Understand,2023-05-26,2023-06-05,2023-05-28,98.5,True,1,253,Completed,
4494,182,DOC-0010,,Remedial,Classroom,2024-12-23,2025-01-01,2025-01-05,87.5,True,1,181,Completed,
4495,182,DOC-0026,,Refresher,Classroom,2024-05-21,2024-06-20,2024-06-17,81.5,True,1,183,Completed,
4496,183,DOC-0019,,Refresher,eLearning,2023-05-01,2023-05-19,2023-05-09,89.7,True,1,202,Completed,
4497,183,DOC-0093,,Initial,eLearning,2023-06-26,2023-07-21,2023-07-06,80.8,True,1,212,Completed,
4498,183,DOC-0070,,Refresher,Read-and-Understand,2022-07-30,2022-08-07,2022-08-01,99.8,True,1,196,Completed,
4499,183,DOC-0061,,Initial,eLearning,2022-04-21,2022-05-13,2022-05-08,73.0,False,2,189,Completed,
4500,183,DOC-0057,,Initial,Read-and-Understand,2024-01-04,2024-01-25,2024-01-27,80.3,True,1,208,Completed,
4501,183,DOC-0084,,Initial,eLearning,2022-09-08,2022-09-29,2022-09-16,92.7,True,1,204,Completed,
4502,183,DOC-0090,,Initial,Read-and-Understand,2023-06-22,2023-07-15,2023-07-04,83.5,True,1,255,Completed,
4503,183,DOC-0073,,Refresher,eLearning,2022-05-31,2022-06-20,2022-06-12,80.1,True,1,217,Completed,
4504,183,DOC-0019,,Change-Driven,Classroom,2024-03-03,2024-03-18,2024-03-10,83.0,True,1,172,Completed,
4505,183,DOC-0039,,Initial,OJT,2024-09-17,2024-09-29,2024-09-23,94.5,True,1,262,Completed,
4506,183,DOC-0089,,Change-Driven,eLearning,2023-08-05,2023-08-22,2023-08-09,86.9,True,1,210,Completed,
4507,183,DOC-0037,,Initial,eLearning,2023-08-19,2023-08-29,2023-08-20,93.5,True,1,227,Completed,
4508,183,DOC-0042,,Refresher,eLearning,2023-04-06,2023-04-29,2023-05-02,70.4,False,2,181,Completed,
4509,183,DOC-0003,,Refresher,Read-and-Understand,2024-08-12,2024-09-07,2024-08-16,90.9,True,1,239,Completed,
4510,183,DOC-0060,,Initial,Read-and-Understand,2024-05-22,2024-06-08,2024-05-25,76.8,False,2,163,Completed,
4511,183,DOC-0085,,Remedial,Read-and-Understand,2024-12-07,2024-12-28,2024-12-10,80.0,True,1,280,Completed,
4512,183,DOC-0088,,Refresher,Classroom,2022-09-04,2022-09-24,2022-09-07,82.7,True,1,247,Completed,
4513,183,DOC-0074,,Initial,Classroom,2024-12-13,2025-01-02,2024-12-31,86.0,True,1,183,Completed,
4514,183,DOC-0003,,Change-Driven,eLearning,2023-02-17,2023-03-13,,,,1,227,Overdue,
4515,183,DOC-0047,,Change-Driven,OJT,2024-08-16,2024-09-11,2024-08-18,72.0,False,2,197,Completed,
4516,183,DOC-0090,,Change-Driven,Classroom,2022-06-20,2022-07-18,2022-06-22,82.0,True,1,172,Completed,
4517,183,DOC-0014,,Refresher,Read-and-Understand,2022-07-06,2022-07-15,2022-07-19,93.1,True,1,223,Completed,
4518,184,DOC-0035,,Initial,Read-and-Understand,2024-11-13,2024-11-21,2024-11-19,73.5,False,2,271,Completed,
4519,184,DOC-0053,,Refresher,eLearning,2024-07-16,2024-08-03,2024-07-20,90.9,True,1,164,Completed,
4520,184,DOC-0018,,Remedial,Read-and-Understand,2023-01-29,2023-02-08,,,,1,197,Overdue,
4521,184,DOC-0024,,Refresher,Classroom,2024-02-28,2024-03-23,2024-03-20,93.4,True,1,220,Completed,
4522,184,DOC-0013,,Initial,Classroom,2023-03-27,2023-04-23,2023-04-19,83.9,True,1,198,Completed,
4523,184,DOC-0045,,Remedial,eLearning,2022-05-15,2022-06-11,2022-06-02,96.5,True,1,227,Completed,
4524,184,DOC-0098,,Refresher,OJT,2024-06-30,2024-07-24,2024-07-07,71.3,False,2,254,Completed,
4525,184,DOC-0060,,Refresher,eLearning,2024-03-14,2024-03-22,2024-03-24,81.9,True,1,277,Completed,
4526,184,DOC-0055,,Remedial,Read-and-Understand,2022-10-23,2022-11-17,2022-10-28,80.5,True,1,252,Completed,
4527,184,DOC-0046,,Change-Driven,Classroom,2023-02-20,2023-03-13,2023-02-24,95.7,True,1,207,Completed,
4528,184,DOC-0026,,Change-Driven,eLearning,2023-01-07,2023-02-05,2023-02-05,94.1,True,1,211,Completed,
4529,184,DOC-0060,,Refresher,eLearning,2024-01-25,2024-02-09,2024-01-26,80.9,True,1,163,Completed,
4530,184,DOC-0031,,Refresher,Read-and-Understand,2024-07-24,2024-08-10,2024-08-09,93.3,True,1,249,Completed,
4531,184,DOC-0008,,Refresher,eLearning,2024-11-03,2024-12-02,2024-11-04,91.5,True,1,194,Completed,
4532,184,DOC-0067,,Refresher,Classroom,2022-09-09,2022-09-30,2022-09-11,78.3,False,2,180,Completed,
4533,184,DOC-0075,,Remedial,Classroom,2023-09-04,2023-09-15,2023-09-07,97.3,True,1,272,Completed,
4534,184,DOC-0028,,Change-Driven,Classroom,2024-07-14,2024-08-12,2024-07-16,71.1,False,2,161,Completed,
4535,184,DOC-0022,,Refresher,Classroom,2024-12-22,2025-01-15,2024-12-28,99.7,True,1,271,Completed,
4536,184,DOC-0063,,Change-Driven,eLearning,2022-01-06,2022-01-30,2022-01-21,84.3,True,1,182,Completed,
4537,184,DOC-0096,,Initial,OJT,2023-09-07,2023-10-05,2023-09-25,78.5,False,2,177,Completed,
4538,184,DOC-0080,,Refresher,Read-and-Understand,2023-03-21,2023-04-01,2023-03-28,99.9,True,1,265,Completed,
4539,185,DOC-0005,,Initial,Classroom,2023-01-13,2023-02-12,2023-01-30,74.4,False,2,188,Completed,
4540,185,DOC-0014,,Initial,eLearning,2024-11-18,2024-11-28,2024-11-19,77.1,False,2,219,Completed,
4541,185,DOC-0014,,Initial,eLearning,2023-09-11,2023-10-05,2023-10-02,76.5,False,2,200,Completed,
4542,185,DOC-0045,,Refresher,Classroom,2022-02-21,2022-03-17,2022-03-09,89.1,True,1,264,Completed,
4543,185,DOC-0091,,Remedial,eLearning,2024-03-23,2024-04-15,2024-04-10,72.9,False,2,231,Completed,
4544,185,DOC-0088,,Initial,eLearning,2023-09-05,2023-09-25,2023-09-14,86.4,True,1,262,Completed,
4545,185,DOC-0069,,Refresher,OJT,2024-03-27,2024-04-11,2024-04-07,70.2,False,2,172,Completed,
4546,185,DOC-0090,,Refresher,Read-and-Understand,2024-09-21,2024-10-07,2024-10-03,94.4,True,1,199,Completed,
4547,185,DOC-0007,,Initial,eLearning,2024-04-14,2024-05-04,2024-04-19,78.1,False,2,246,Completed,
4548,185,DOC-0005,,Remedial,Read-and-Understand,2022-07-25,2022-08-06,2022-08-03,91.1,True,1,174,Completed,
4549,185,DOC-0013,,Initial,OJT,2024-04-18,2024-04-26,2024-04-21,92.2,True,1,212,Completed,
4550,185,DOC-0079,,Initial,eLearning,2022-11-30,2022-12-20,2022-12-03,81.3,True,1,163,Completed,
4551,185,DOC-0021,,Initial,Classroom,2022-04-07,2022-04-26,2022-04-17,72.0,False,2,196,Completed,
4552,185,DOC-0033,,Refresher,Classroom,2023-03-16,2023-03-28,2023-03-26,70.1,False,2,228,Completed,
4553,185,DOC-0090,,Change-Driven,Read-and-Understand,2024-03-10,2024-03-26,2024-03-29,94.3,True,1,223,Completed,
4554,185,DOC-0023,,Refresher,eLearning,2023-07-22,2023-08-12,2023-07-27,94.1,True,1,271,Completed,
4555,186,DOC-0073,,Refresher,eLearning,2024-10-02,2024-10-10,2024-10-03,79.3,False,2,217,Completed,
4556,186,DOC-0037,,Initial,Classroom,2023-08-13,2023-09-12,2023-08-18,87.3,True,1,222,Completed,
4557,186,DOC-0026,,Remedial,eLearning,2023-07-31,2023-08-29,2023-08-05,77.6,False,2,164,Completed,
4558,186,DOC-0060,,Refresher,Read-and-Understand,2022-06-08,2022-06-22,2022-06-21,94.6,True,1,162,Completed,
4559,186,DOC-0064,,Initial,Classroom,2022-04-28,2022-05-11,2022-05-06,95.5,True,1,269,Completed,
4560,186,DOC-0096,,Refresher,Read-and-Understand,2023-03-27,2023-04-26,2023-04-16,84.7,True,1,246,Completed,
4561,186,DOC-0086,,Change-Driven,Read-and-Understand,2022-10-01,2022-10-12,2022-10-12,90.9,True,1,214,Completed,
4562,186,DOC-0093,,Remedial,Read-and-Understand,2023-08-19,2023-08-27,2023-08-24,95.5,True,1,207,Completed,
4563,186,DOC-0021,,Change-Driven,Read-and-Understand,2023-06-24,2023-07-04,2023-07-05,78.4,False,2,249,Completed,
4564,186,DOC-0047,,Refresher,Read-and-Understand,2024-05-28,2024-06-13,2024-06-10,76.5,False,2,166,Completed,
4565,186,DOC-0012,,Refresher,OJT,2022-10-13,2022-11-12,2022-11-07,76.2,False,2,206,Completed,
4566,186,DOC-0082,,Refresher,eLearning,2024-09-04,2024-09-30,2024-09-19,79.5,False,2,196,Completed,
4567,186,DOC-0049,,Remedial,Read-and-Understand,2024-05-14,2024-06-05,2024-05-29,94.1,True,1,189,Completed,
4568,186,DOC-0039,,Change-Driven,OJT,2024-11-11,2024-11-21,2024-11-21,92.9,True,1,277,Completed,
4569,186,DOC-0002,,Refresher,Read-and-Understand,2023-03-12,2023-03-24,2023-03-17,74.8,False,2,256,Completed,
4570,186,DOC-0046,,Initial,Classroom,2023-02-13,2023-03-14,2023-03-04,91.6,True,1,176,Completed,
4571,186,DOC-0040,,Initial,OJT,2024-03-28,2024-04-07,2024-04-02,87.2,True,1,166,Completed,
4572,186,DOC-0007,,Initial,eLearning,2023-11-16,2023-12-09,2023-12-06,98.7,True,1,258,Completed,
4573,186,DOC-0038,,Refresher,eLearning,2024-03-30,2024-04-24,2024-04-19,90.0,True,1,213,Completed,
4574,186,DOC-0046,,Refresher,OJT,2023-02-23,2023-03-21,2023-03-20,71.0,False,2,188,Completed,
4575,186,DOC-0098,,Initial,OJT,2023-06-08,2023-06-17,2023-06-09,84.9,True,1,203,Completed,
4576,186,DOC-0008,,Remedial,OJT,2023-03-10,2023-03-27,2023-03-22,73.4,False,2,165,Completed,
4577,186,DOC-0017,,Initial,Read-and-Understand,2023-09-03,2023-09-15,2023-09-08,90.7,True,1,203,Completed,
4578,186,DOC-0075,,Change-Driven,Read-and-Understand,2023-10-21,2023-10-28,2023-10-23,74.3,False,2,207,Completed,
4579,186,DOC-0044,,Refresher,eLearning,2024-01-01,2024-01-26,2024-01-31,92.2,True,1,195,Completed,
4580,186,DOC-0009,,Change-Driven,eLearning,2024-06-18,2024-06-28,2024-06-24,79.7,False,2,166,Completed,
4581,186,DOC-0016,,Initial,eLearning,2022-06-26,2022-07-06,2022-07-09,70.0,False,2,192,Completed,
4582,186,DOC-0020,,Initial,OJT,2023-12-29,2024-01-11,2024-01-11,72.1,False,2,250,Completed,
4583,186,DOC-0091,,Refresher,eLearning,2022-09-06,2022-09-28,2022-10-03,72.1,False,2,267,Completed,
4584,186,DOC-0070,,Remedial,Classroom,2022-09-05,2022-09-14,2022-09-19,78.8,False,2,183,Completed,
4585,186,DOC-0049,,Initial,eLearning,2022-08-25,2022-09-04,2022-09-02,70.4,False,2,267,Completed,
4586,186,DOC-0098,,Refresher,Classroom,2023-06-12,2023-06-30,2023-06-19,80.9,True,1,279,Completed,
4587,187,DOC-0029,,Change-Driven,Read-and-Understand,2022-06-30,2022-07-13,2022-07-05,73.5,False,2,170,Completed,
4588,187,DOC-0093,,Refresher,Read-and-Understand,2023-01-14,2023-01-30,2023-01-27,81.4,True,1,175,Completed,
4589,187,DOC-0026,,Remedial,eLearning,2024-02-12,2024-02-24,2024-02-20,87.8,True,1,258,Completed,
4590,187,DOC-0050,,Initial,eLearning,2022-01-05,2022-01-14,2022-01-10,82.6,True,1,204,Completed,
4591,187,DOC-0092,,Refresher,Classroom,2023-07-18,2023-08-13,2023-07-27,98.0,True,1,215,Completed,
4592,187,DOC-0008,,Change-Driven,eLearning,2022-02-27,2022-03-21,2022-03-03,97.6,True,1,191,Completed,
4593,187,DOC-0028,,Refresher,eLearning,2023-05-16,2023-06-05,2023-05-25,71.9,False,2,164,Completed,
4594,187,DOC-0087,,Initial,OJT,2022-01-07,2022-01-28,2022-01-20,81.0,True,1,194,Completed,
4595,187,DOC-0066,,Remedial,Read-and-Understand,2023-05-04,2023-05-27,2023-05-28,99.1,True,1,172,Completed,
4596,187,DOC-0019,,Remedial,eLearning,2023-02-11,2023-03-11,2023-03-15,88.3,True,1,264,Completed,
4597,187,DOC-0027,,Initial,eLearning,2022-03-27,2022-04-25,2022-03-31,84.4,True,1,248,Completed,
4598,187,DOC-0087,,Refresher,eLearning,2024-12-19,2025-01-05,2024-12-27,81.6,True,1,277,Completed,
4599,187,DOC-0028,,Initial,Classroom,2024-04-08,2024-05-08,2024-05-12,81.9,True,1,203,Completed,
4600,187,DOC-0040,,Initial,Read-and-Understand,2024-09-29,2024-10-06,2024-10-01,75.4,False,2,206,Completed,
4601,187,DOC-0078,,Refresher,eLearning,2023-01-26,2023-02-21,2023-02-04,74.8,False,2,266,Completed,
4602,187,DOC-0096,,Change-Driven,eLearning,2022-11-02,2022-11-26,2022-11-06,93.1,True,1,240,Completed,
4603,187,DOC-0098,,Refresher,eLearning,2024-02-22,2024-02-29,2024-02-25,86.7,True,1,220,Completed,
4604,187,DOC-0003,,Refresher,OJT,2024-02-27,2024-03-13,2024-03-05,77.2,False,2,181,Completed,
4605,187,DOC-0080,,Initial,eLearning,2022-11-14,2022-11-29,2022-11-24,97.9,True,1,166,Completed,
4606,187,DOC-0052,,Change-Driven,Read-and-Understand,2024-11-24,2024-12-10,2024-12-13,77.4,False,2,265,Completed,
4607,187,DOC-0080,,Initial,Read-and-Understand,2024-03-08,2024-03-15,2024-03-11,96.2,True,1,190,Completed,
4608,187,DOC-0080,,Refresher,Classroom,2022-08-13,2022-09-08,2022-08-23,84.1,True,1,245,Completed,
4609,187,DOC-0061,,Refresher,Read-and-Understand,2023-07-25,2023-08-12,2023-08-06,82.6,True,1,271,Completed,
4610,187,DOC-0025,,Change-Driven,eLearning,2022-09-07,2022-10-04,2022-10-04,85.1,True,1,184,Completed,
4611,187,DOC-0061,,Refresher,eLearning,2023-09-29,2023-10-22,2023-10-20,75.3,False,2,277,Completed,
4612,187,DOC-0037,,Change-Driven,Classroom,2024-11-30,2024-12-11,2024-12-04,87.0,True,1,242,Completed,
4613,187,DOC-0016,,Refresher,Classroom,2023-06-24,2023-07-04,2023-06-28,82.0,True,1,181,Completed,
4614,187,DOC-0075,,Initial,Read-and-Understand,2022-07-17,2022-07-27,2022-07-22,95.9,True,1,263,Completed,
4615,187,DOC-0033,,Initial,Classroom,2024-07-04,2024-08-02,2024-07-16,99.0,True,1,209,Completed,
4616,188,DOC-0061,,Refresher,eLearning,2022-10-21,2022-11-08,2022-11-08,74.0,False,2,194,Completed,
4617,188,DOC-0094,,Refresher,Classroom,2022-12-16,2023-01-06,,,,1,164,Overdue,
4618,188,DOC-0034,,Remedial,Read-and-Understand,2024-01-10,2024-01-27,2024-01-13,99.3,True,1,238,Completed,
4619,188,DOC-0073,,Remedial,OJT,2024-02-03,2024-02-13,2024-02-14,94.8,True,1,257,Completed,
4620,188,DOC-0082,,Change-Driven,eLearning,2023-09-24,2023-10-15,2023-10-08,92.5,True,1,176,Completed,
4621,188,DOC-0065,,Initial,Read-and-Understand,2023-03-22,2023-04-13,2023-04-06,71.3,False,2,258,Completed,
4622,188,DOC-0016,,Change-Driven,eLearning,2022-11-30,2022-12-18,2022-12-17,75.6,False,2,279,Completed,
4623,188,DOC-0029,,Remedial,Classroom,2024-01-24,2024-02-16,2024-02-01,99.2,True,1,217,Completed,
4624,188,DOC-0080,,Refresher,Classroom,2023-11-09,2023-11-18,2023-11-23,99.9,True,1,184,Completed,
4625,188,DOC-0090,,Refresher,Classroom,2023-06-25,2023-07-13,2023-06-27,81.0,True,1,190,Completed,
4626,188,DOC-0098,,Refresher,Classroom,2024-01-14,2024-02-09,2024-02-13,87.0,True,1,227,Completed,
4627,188,DOC-0041,,Refresher,eLearning,2024-01-04,2024-01-16,2024-01-09,88.3,True,1,207,Completed,
4628,188,DOC-0081,,Change-Driven,eLearning,2023-08-04,2023-08-22,2023-08-15,97.4,True,1,268,Completed,
4629,188,DOC-0005,,Refresher,eLearning,2023-10-21,2023-11-06,2023-11-07,91.8,True,1,261,Completed,
4630,188,DOC-0074,,Initial,eLearning,2022-08-15,2022-08-27,2022-08-28,83.4,True,1,271,Completed,
4631,188,DOC-0088,,Initial,eLearning,2023-04-28,2023-05-19,2023-05-19,82.9,True,1,161,Completed,
4632,188,DOC-0081,,Remedial,Read-and-Understand,2022-06-02,2022-06-23,2022-06-26,80.6,True,1,222,Completed,
4633,188,DOC-0056,,Initial,Read-and-Understand,2023-01-22,2023-02-02,2023-02-03,89.5,True,1,177,Completed,
4634,189,DOC-0045,,Refresher,eLearning,2024-05-16,2024-06-12,2024-06-16,78.1,False,2,224,Completed,
4635,189,DOC-0037,,Refresher,OJT,2024-10-03,2024-10-11,2024-10-04,76.4,False,2,227,Completed,
4636,189,DOC-0055,,Refresher,eLearning,2022-04-21,2022-05-02,2022-05-06,94.8,True,1,225,Completed,
4637,189,DOC-0034,,Refresher,eLearning,2022-02-10,2022-02-27,2022-02-13,85.9,True,1,202,Completed,
4638,189,DOC-0024,,Initial,eLearning,2023-01-17,2023-02-09,2023-02-02,81.7,True,1,195,Completed,
4639,189,DOC-0054,,Change-Driven,Read-and-Understand,2022-04-29,2022-05-06,2022-05-04,72.7,False,2,262,Completed,
4640,189,DOC-0072,,Initial,eLearning,2022-12-20,2023-01-12,2023-01-16,77.1,False,2,236,Completed,
4641,189,DOC-0035,,Initial,eLearning,2024-06-30,2024-07-15,2024-07-01,88.1,True,1,245,Completed,
4642,189,DOC-0034,,Refresher,eLearning,2022-04-14,2022-05-13,2022-04-19,89.2,True,1,197,Completed,
4643,189,DOC-0054,,Refresher,Read-and-Understand,2022-08-06,2022-08-16,2022-08-20,79.9,False,2,194,Completed,
4644,189,DOC-0081,,Refresher,eLearning,2022-03-03,2022-03-14,2022-03-09,71.6,False,2,190,Completed,
4645,189,DOC-0004,,Initial,Classroom,2024-11-18,2024-12-15,2024-12-11,75.7,False,2,240,Completed,
4646,189,DOC-0042,,Remedial,eLearning,2022-09-10,2022-09-28,2022-09-15,96.5,True,1,202,Completed,
4647,189,DOC-0099,,Remedial,Read-and-Understand,2022-04-23,2022-05-17,2022-04-24,90.6,True,1,276,Completed,
4648,189,DOC-0095,,Change-Driven,eLearning,2023-03-21,2023-04-12,2023-04-15,81.5,True,1,272,Completed,
4649,189,DOC-0072,,Refresher,Read-and-Understand,2022-05-07,2022-05-26,2022-05-21,71.6,False,2,252,Completed,
4650,189,DOC-0054,,Initial,Read-and-Understand,2023-08-17,2023-08-24,2023-08-19,86.2,True,1,163,Completed,
4651,190,DOC-0085,,Initial,OJT,2023-08-25,2023-09-24,2023-09-24,88.6,True,1,233,Completed,
4652,190,DOC-0097,,Initial,eLearning,2023-01-28,2023-02-14,2023-02-12,75.7,False,2,174,Completed,
4653,190,DOC-0045,,Remedial,eLearning,2024-01-04,2024-01-16,2024-01-07,72.0,False,2,273,Completed,
4654,190,DOC-0071,,Refresher,Classroom,2022-08-01,2022-08-12,2022-08-06,96.2,True,1,189,Completed,
4655,190,DOC-0042,,Change-Driven,OJT,2022-12-24,2023-01-15,2022-12-31,95.5,True,1,213,Completed,
4656,190,DOC-0065,,Remedial,eLearning,2023-10-26,2023-11-15,2023-11-09,99.1,True,1,257,Completed,
4657,190,DOC-0052,,Refresher,eLearning,2024-11-11,2024-12-08,2024-12-10,71.5,False,2,171,Completed,
4658,190,DOC-0080,,Refresher,eLearning,2024-02-07,2024-02-29,2024-02-26,82.9,True,1,241,Completed,
4659,190,DOC-0032,,Initial,Classroom,2023-06-02,2023-06-17,2023-06-22,77.7,False,2,249,Completed,
4660,190,DOC-0071,,Refresher,Read-and-Understand,2023-09-25,2023-10-12,2023-10-12,77.9,False,2,255,Completed,
4661,190,DOC-0022,,Remedial,eLearning,2023-04-24,2023-05-02,2023-05-02,73.4,False,2,210,Completed,
4662,190,DOC-0043,,Remedial,Classroom,2022-03-06,2022-04-02,,,,1,162,Overdue,
4663,190,DOC-0010,,Remedial,eLearning,2022-06-06,2022-06-29,2022-06-20,95.1,True,1,170,Completed,
4664,190,DOC-0070,,Initial,eLearning,2022-07-19,2022-08-17,2022-08-03,84.2,True,1,197,Completed,
4665,190,DOC-0059,,Change-Driven,eLearning,2022-01-07,2022-01-30,2022-01-16,78.3,False,2,270,Completed,
4666,190,DOC-0030,,Change-Driven,Read-and-Understand,2022-10-02,2022-10-20,2022-10-07,72.7,False,2,233,Completed,
4667,190,DOC-0088,,Initial,Read-and-Understand,2023-11-11,2023-11-20,2023-11-13,70.2,False,2,247,Completed,
4668,190,DOC-0017,,Initial,Classroom,2024-04-03,2024-04-21,2024-04-20,89.2,True,1,206,Completed,
4669,191,DOC-0039,,Initial,OJT,2024-06-07,2024-06-19,2024-06-08,95.5,True,1,230,Completed,
4670,191,DOC-0096,,Refresher,Classroom,2024-12-03,2024-12-30,,,,1,256,Assigned,
4671,191,DOC-0014,,Initial,eLearning,2023-09-24,2023-10-08,2023-10-09,75.0,False,2,215,Completed,
4672,191,DOC-0075,,Refresher,Classroom,2023-01-24,2023-02-02,2023-01-29,86.9,True,1,170,Completed,
4673,191,DOC-0093,,Refresher,OJT,2022-04-02,2022-05-02,2022-04-15,74.3,False,2,252,Completed,
4674,191,DOC-0010,,Initial,eLearning,2022-03-25,2022-04-08,2022-04-10,83.5,True,1,182,Completed,
4675,191,DOC-0041,,Refresher,OJT,2023-01-31,2023-02-21,,,,1,189,Overdue,
4676,191,DOC-0027,,Refresher,Classroom,2023-11-08,2023-12-02,2023-12-01,99.8,True,1,234,Completed,
4677,191,DOC-0036,,Refresher,Read-and-Understand,2022-03-22,2022-04-19,2022-04-08,97.7,True,1,178,Completed,
4678,191,DOC-0030,,Refresher,eLearning,2024-07-27,2024-08-22,2024-08-26,97.8,True,1,228,Completed,
4679,191,DOC-0065,,Refresher,Read-and-Understand,2022-10-23,2022-11-02,2022-11-04,92.5,True,1,258,Completed,
4680,191,DOC-0088,,Change-Driven,Classroom,2022-03-07,2022-03-24,2022-03-26,97.6,True,1,242,Completed,
4681,191,DOC-0088,,Refresher,Classroom,2024-08-06,2024-08-14,2024-08-12,76.7,False,2,236,Completed,
4682,191,DOC-0092,,Change-Driven,Classroom,2024-04-12,2024-05-04,2024-04-17,95.2,True,1,209,Completed,
4683,191,DOC-0004,,Remedial,Read-and-Understand,2024-09-22,2024-09-29,2024-10-03,84.1,True,1,268,Completed,
4684,191,DOC-0017,,Initial,Classroom,2023-03-05,2023-03-29,2023-03-20,73.5,False,2,268,Completed,
4685,191,DOC-0095,,Change-Driven,eLearning,2024-06-11,2024-06-23,2024-06-24,85.7,True,1,190,Completed,
4686,192,DOC-0022,,Initial,Classroom,2024-12-08,2025-01-02,2024-12-29,94.2,True,1,255,Completed,
4687,192,DOC-0088,,Refresher,OJT,2023-08-20,2023-09-05,2023-08-21,88.9,True,1,212,Completed,
4688,192,DOC-0065,,Refresher,Read-and-Understand,2024-12-15,2025-01-09,2025-01-01,99.1,True,1,179,Completed,
4689,192,DOC-0010,,Initial,eLearning,2022-06-07,2022-07-05,2022-06-22,75.7,False,2,177,Completed,
4690,192,DOC-0013,,Refresher,Read-and-Understand,2024-09-06,2024-10-02,2024-09-13,79.0,False,2,214,Completed,
4691,192,DOC-0033,,Initial,Read-and-Understand,2023-12-18,2024-01-17,2024-01-07,82.4,True,1,200,Completed,
4692,192,DOC-0088,,Change-Driven,Read-and-Understand,2023-08-20,2023-08-30,2023-08-24,72.8,False,2,257,Completed,
4693,192,DOC-0050,,Initial,Classroom,2023-08-13,2023-08-23,2023-08-14,71.9,False,2,193,Completed,
4694,192,DOC-0057,,Change-Driven,eLearning,2023-06-29,2023-07-10,2023-07-01,82.8,True,1,208,Completed,
4695,192,DOC-0087,,Refresher,OJT,2024-10-22,2024-10-29,2024-10-31,93.0,True,1,257,Completed,
4696,192,DOC-0017,,Initial,eLearning,2022-07-18,2022-08-14,2022-07-19,83.2,True,1,168,Completed,
4697,192,DOC-0062,,Refresher,Classroom,2023-11-06,2023-11-20,2023-11-24,98.2,True,1,180,Completed,
4698,192,DOC-0049,,Refresher,Read-and-Understand,2024-05-17,2024-06-05,2024-05-25,78.4,False,2,250,Completed,
4699,192,DOC-0056,,Refresher,Read-and-Understand,2022-05-08,2022-05-17,2022-05-20,71.1,False,2,202,Completed,
4700,192,DOC-0098,,Refresher,Classroom,2023-07-10,2023-08-04,2023-07-20,90.7,True,1,224,Completed,
4701,192,DOC-0075,,Remedial,eLearning,2022-12-12,2022-12-22,2022-12-14,91.6,True,1,212,Completed,
4702,192,DOC-0012,,Refresher,Classroom,2024-09-16,2024-09-26,2024-09-24,71.8,False,2,270,Completed,
4703,192,DOC-0090,,Initial,Read-and-Understand,2024-08-29,2024-09-09,2024-09-01,93.2,True,1,201,Completed,
4704,192,DOC-0034,,Refresher,Read-and-Understand,2024-08-05,2024-08-14,2024-08-08,90.0,True,1,251,Completed,
4705,192,DOC-0053,,Change-Driven,eLearning,2023-03-04,2023-03-19,2023-03-07,76.8,False,2,191,Completed,
4706,192,DOC-0050,,Refresher,eLearning,2022-10-22,2022-11-09,2022-11-04,87.0,True,1,256,Completed,
4707,192,DOC-0083,,Refresher,eLearning,2023-05-06,2023-05-13,2023-05-08,98.1,True,1,278,Completed,
4708,192,DOC-0037,,Change-Driven,eLearning,2022-01-07,2022-01-22,2022-01-20,72.8,False,2,248,Completed,
4709,193,DOC-0074,,Initial,Classroom,2023-12-13,2024-01-12,2023-12-18,93.8,True,1,252,Completed,
